Name,Nickname,Date,Message
Raphael Krut-Landau,rafpaf,2024-05-09 15:04:13+00:00,"Make Browse models table sortable (#42113)

* squash

* Reset change

* Fix name column width"
Mahatthana (Kelvin) Nomsawadi,WiNloSt,2024-05-09 14:44:34+00:00,"Fix not allow using both react 17 and 18 in the SDK (#42457)

* Fix not allow using both react 17 and 18 in the SDK

* Review: Fix not including React 17 🤦"
Raphael Krut-Landau,rafpaf,2024-05-09 14:41:25+00:00,Remove dead API keys code (#42418)
Jacob Joseph,likeshumidity,2024-05-09 12:58:09+00:00,[docs] Update environment-variables.md: fix typo re: MB_JETTY_SKIP_SNI (#42432)
Kamil Mielnik,kamilmielnik,2024-05-09 12:02:25+00:00,"Fix flaky question management e2e test (#42444)

* Fix flaky question management test

* Update assertions order to reduce probability of a flake

* Use explicit assertions

* Change assertion order

* Decrease flakiness"
Ryan Laurie,iethree,2024-05-09 11:49:16+00:00,"Remove Dead Pickers (#41801)

* update e2e tests

* rework linked entity picker

* remove deprecated pickers

* remove dead picker code

* another one bites the dust

* remove create collection on the go

* update linkedEntityPicker unit tests-

* update timeline move modal

* remove unused import"
Mahatthana (Kelvin) Nomsawadi,WiNloSt,2024-05-09 11:44:04+00:00,Fix axios security issue by updating the upstream library version (#42448)
Ngoc Khuat,qnkhuat,2024-05-09 11:26:44+00:00,Fix mysql with multiple most recent revision (#42285)
Nemanja Glumac,nemanjaglumac,2024-05-09 09:16:22+00:00,"Consolidate `engine` utilities (#42211)

* Remove unused functions

* Remove `export` from a local function

* Remove googleanalytics related engine code

* Use `getEngines` selector instead of the deprecated Metabase `Settings`

* Use `getDefaultEngineKey`

* Use `formatSQL` function locally

* Remove unused `getEngineLogo` function

* Convert to TS

* Remove unused export

* Fix types

* Expand test coverage

* Update type

* Remove `googleanalitics` from an assertion

* Address review comment

* Expand types

* Add tests for `isDeprecatedEngine`

* Expand tests"
Romeo Van Snick,romeovs,2024-05-09 08:54:16+00:00,Use the correct icon for the extract column shortcut (#42415)
Cam Saul,camsaul,2024-05-09 07:09:20+00:00,Add `metabase.actions.core` module API namespace (#42433)
Ngoc Khuat,qnkhuat,2024-05-09 05:10:14+00:00,"fix malli error in defendpoint (#42089)

* fix malli error in defendpoint

* fix a couple more error print-outs

---------

Co-authored-by: Bryan Maass <bryan.maass@gmail.com>"
Aleksandr Lesnenko,alxnddr,2024-05-09 01:50:29+00:00,allow using urls from other columns in link templates (#42438)
Ryan Laurie,iethree,2024-05-08 23:39:38+00:00,"Remove Extraneous Style Props (#42431)

* remove in modeluploadmodal

* remove unnecessary padding from new collection dialog"
Ryan Laurie,iethree,2024-05-08 23:39:12+00:00,"Dashboard Picker (#41559)

* wip dashboard picker

* use in homepage selector

* remove dead code

* remove generateKey prop

* add unit tests

* cleanup

* WIP unit tests

* update personal/public interactions and tests

* update e2e tests

* allow disabling items in dashboardPicker

* add new dashboard tag invalidation

* use rtk in dashboardpicker

* use collection_id from api

* horrendous way of disabling read only items

* remove badness

* disallow selecting read-only dashboards in dashboard picker search

* pass search filter as prop

* update types and tests

* update types and tests

* address review comments"
bryan,escherize,2024-05-08 22:53:26+00:00,"adds the new `watch` alias, which reloads BE on file changes (#42371)

* adds watch alias, which reloads BE on file changes

* watch dev, src, test + every path in `:extra-paths`"
Raphael Krut-Landau,rafpaf,2024-05-08 22:08:54+00:00,"Add table of models to the ""Browse models"" page (#41954)"
bryan,escherize,2024-05-08 20:52:44+00:00,"convert `SocketChannelEndpoint` to `SocketChannel` (#42419)

* convert `SocketChannelEndpoint` to `SocketChannel`

* Remove fatal logging (used for debugging)

* check for nil channel + log on unknown type

* only log unexpected transport types once"
Ryan Laurie,iethree,2024-05-08 20:18:26+00:00,Fix another flaky question picker unit test (#42421)
Cam Saul,camsaul,2024-05-08 20:16:40+00:00,"Cam's module linter 5000 (#42250)

* Cam's module linter 5000

* Get Kondo passing

* Revert changes to usage of mdb.setup/setup-db!

* Check ns shapes

* Add ns :require shape linter; PR feedback

* Linter fixes :wrench:"
Noah Moss,noahmoss,2024-05-08 20:14:17+00:00,Allow disabling health check logging via env var (#42357)
Phoomparin Mano,heypoom,2024-05-08 18:18:58+00:00,"Reserve component height with defaults from visualization type in embedded questions (#42212)

* prop to reserve height and use full height by default

* require height to be passed

* add default height based on viz type

* default to 250px

* reserve table height

* remove memoization

* rely on the card size defaults constant

* multiply by a fixed constant

* correct vis to viz"
adam-james,adam-james-v,2024-05-08 17:54:17+00:00,"Dashboard Param Values Common Impl for Embedding/Preview Embedding (#42052)

* Dashboard Param Values Common Impl for Embedding/Preview Embedding

Refactor the embedding api namespace to allow a bit of reuse between the embedding api and the embedding preview
api. In some cases, the implementations are not identical (in terms of the shape of data expected/endpoints
available), so this is a first step to making them the same.

Related:

https://www.notion.so/metabase/Make-embedding-preview-behave-consistently-with-actual-static-embeds-855353d8e5e8411d8164c7ac563c7d2f

* Add a test to verify that preview-embed param-values endpoint works

* Use preview embed endpoint and fix relevant tests

* Add tests

* Change name to reflect what actually happens in the function

---------

Co-authored-by: Mahatthana Nomsawadi <mahatthana.n@gmail.com>"
Ryan Laurie,iethree,2024-05-08 17:46:56+00:00,Fix flaky frontend question unit test (#42412)
Raphael Krut-Landau,rafpaf,2024-05-08 15:36:51+00:00,"Port CollapseSection to ts (#42333)

Co-authored-by: Ryan Laurie <iethree@gmail.com>"
Mahatthana (Kelvin) Nomsawadi,WiNloSt,2024-05-08 15:31:14+00:00,"Support custom font in SDK (#42342)

* Support custom font in SDK

* Update component after merging master"
Nicolò Pretto,npretto,2024-05-08 14:44:51+00:00,"attempt to type the return value of actions created by createThunkAction (#42328)

* attempt to type the return value of actions created by createThunkAction

* use built in Awaited instead of custom AwaitedIfPromise"
Jeff Bruemmer,jeff-bruemmer,2024-05-08 14:39:53+00:00,docs - fix broken link (#42391)
Uladzimir Havenchyk,uladzimirdev,2024-05-08 14:32:04+00:00,Fix overflow problem in Filter Modal sidebar (#42386)
Uladzimir Havenchyk,uladzimirdev,2024-05-08 14:28:46+00:00,Do not allow cy.pause() to go into commit (#42387)
Phoomparin Mano,heypoom,2024-05-08 14:18:29+00:00,"Option to customize base font size in React embedding (#42322)

* allow customizable base font size

* pass in fontSize in mantine theme

* only apply font size if it exists"
dpsutton,dpsutton,2024-05-08 13:26:28+00:00,"bump methodical (#42361)

now:

```clojure
❯ clj -M:""$ALIASES""
Warning: environ value /Users/dan/.sdkman/candidates/java/current for key :java-home has been overwritten with /Users/dan/.sdkman/candidates/java/21.0.2-tem
2024-05-07 19:55:25,167 INFO metabase.util :: Maximum memory available to JVM: 8.0 GB
```

no logs about recur targets unboxing"
Nemanja Glumac,nemanjaglumac,2024-05-08 12:36:54+00:00,Remove unused `useNativeQuery` util (#42384)
Abed Habli,abdhabli,2024-05-08 11:09:30+00:00,"[docs] Updating table settings  (#42324)

* updating the first section

* updating the column header formatting screenshot

* Typo

* Update docs/questions/sharing/visualizations/table.md

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

* Update docs/questions/sharing/visualizations/table.md

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

---------

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>"
Chris Truter,crisptrutski,2024-05-08 10:52:44+00:00,Remove trailing slash from API route (#42320)
Cal Herries,calherries,2024-05-08 09:56:31+00:00,Increment view_count on card and dashboard views (#41882)
Mahatthana (Kelvin) Nomsawadi,WiNloSt,2024-05-08 09:17:15+00:00,Simplify code (#42374)
Mahatthana (Kelvin) Nomsawadi,WiNloSt,2024-05-08 07:55:13+00:00,Bump published SDK version (#42340)
Ngoc Khuat,qnkhuat,2024-05-08 07:30:23+00:00,Fix failed to upgrade when instances have obsolete 3rd party drivers (#42369)
Nemanja Glumac,nemanjaglumac,2024-05-08 07:07:55+00:00,Allow multiple values for string operators in the query builder (#42101)
Alexander Solovyov,piranha,2024-05-08 06:51:24+00:00,Backfill QueryField on Metabase startup (#42279)
Cam Saul,camsaul,2024-05-07 20:09:48+00:00,"Don't optimize temporal filters with unbucketed exprs against relative datetimes (#42310)

* Don't optimize [:between <expr w/ :default bucketing> <relative-datetime> ...] filters

* Update tests :wrench:"
Cam Saul,camsaul,2024-05-07 20:05:27+00:00,"Support `Offset()` as an expression with no breakouts [backend] (#42132)

* Only nest expressions referenced in breakouts or aggregations

* Support Offset() as expression with no breakouts

* Test fixes :wrench:

* Oracle test update

* Improved Oracle test

* Test update :wrench:

* Fix busted test

* Fix running and saving Offset over the REST API

* Remove stray :wow

* More test fixes :wrench:"
Ryan Laurie,iethree,2024-05-07 19:53:09+00:00,"Make Z-indexes a bit more sane (#42272)

* Add back entity picker search item tooltip

This reverts commit 7fbf839e415f717633e223c34600655ca2865181.

* make z-indexes a bit more sane

* fix rebase"
Cam Saul,camsaul,2024-05-07 19:04:31+00:00,"Only nest expressions referenced in breakouts or aggregations (#42302)

* Only nest expressions referenced in breakouts or aggregations

* Test fixes :wrench:

* Oracle test update

* Improved Oracle test"
Romeo Van Snick,romeovs,2024-05-07 16:00:32+00:00,"Allow duplicate ""combine column"" columns in chill mode (#42314)

* Add suffix to name if column already exists

* Add test for duplicate combine columns

* Use direct question in test

Co-authored-by: Kamil Mielnik <kamil@kamilmielnik.com>

* Fix formatting

* Use createQuestion for other tests too

* Fix table references

---------

Co-authored-by: Kamil Mielnik <kamil@kamilmielnik.com>"
Nick Fitzpatrick,npfitz,2024-05-07 15:51:07+00:00,"41901 command palette search view all (#42179)

* initial attempt

* search button

* small adjustments

* adding back the search bar

* adding an extra check in e2e

* i18n adjustment

* impls pr feedback

---------

Co-authored-by: Sloan Sparger <sloansparger@gmail.com>"
dpsutton,dpsutton,2024-05-07 15:21:16+00:00,"Silence `abs` warning on startup (#42311)

before:

```clojure
❯ clj -M:""$ALIASES""
Warning: environ value /Users/dan/.sdkman/candidates/java/current for key :java-home has been overwritten with /Users/dan/.sdkman/candidates/java/21.0.2-tem
WARNING: abs already refers to: #'clojure.core/abs in namespace: clojure.algo.generic.math-functions, being replaced by: #'clojure.algo.generic.math-functions/abs
2024-05-07 04:39:37,890 INFO metabase.util :: Maximum memory available to JVM: 8.0 GB
```

after:

```clojure
❯ clj -M:""$ALIASES""
Warning: environ value /Users/dan/.sdkman/candidates/java/current for key :java-home has been overwritten with /Users/dan/.sdkman/candidates/java/21.0.2-tem
2024-05-07 04:40:42,561 INFO metabase.util :: Maximum memory available to JVM: 8.0 GB
```

Now no warning about `abs`"
Mahatthana (Kelvin) Nomsawadi,WiNloSt,2024-05-07 15:04:00+00:00,Fix Embedding SDK calling admin endpoint (#42327)
Aleksandr Lesnenko,alxnddr,2024-05-07 14:53:21+00:00,add chart logging own env var (#42334)
Mahatthana (Kelvin) Nomsawadi,WiNloSt,2024-05-07 14:24:02+00:00,"Update the README to document some SDK quirks (#42332)

* Update the README to document some SDK quirks

* Address review"
Kamil Mielnik,kamilmielnik,2024-05-07 12:50:30+00:00,"Remove snippets from search types (#42315)

* Remove snippets in search models
- They're not supported, see model-to-db-model in search/config.clj

* Fix TS error

* Fix TS error"
Ngoc Khuat,qnkhuat,2024-05-07 12:17:23+00:00,fix sync dynamic table (#42312)
Romeo Van Snick,romeovs,2024-05-07 08:47:39+00:00,"Fix combine extract column drill icons (#42297)

* Use extract column icon for column extraction drill thru

* Use combine column icon for column combine drill thru"
Ngoc Khuat,qnkhuat,2024-05-07 07:30:02+00:00,Send pulses in parallel (#41772)
Tim Macdonald,tsmacdonald,2024-05-07 07:26:57+00:00,"Remove unusued code paths for automagic filtering (#42098)

* Remove unusued code paths for automagic filtering

All the way from 2018!

* Use pre-computed value"
Ryan Laurie,iethree,2024-05-06 23:58:08+00:00,"Basic Table Component (+ use it for API Keys) (#42287)

* add basic table component

* use basic table in api keys UI

* tweak padding

* replace test id

* update e2e test ids"
Aleksandr Lesnenko,alxnddr,2024-05-06 23:48:08+00:00,fix tooltip shows data for different X value (#42299)
Ryan Laurie,iethree,2024-05-06 22:50:29+00:00,"Entity picker/new search item component (#42009)

* add new entity picker result item

* simplify types

* enterprise icon fixes

* unit test fixes

* design updates

* address PR comments

* remove poorly implemented tooltip

* fix unit test

* simplify spinner situation"
Ryan Laurie,iethree,2024-05-06 21:53:25+00:00,"Make bulk action bar reusable (#42296)

* Make bulk action bar reusable

* unify bulk action usage

* skip obsolete test"
Aleksandr Lesnenko,alxnddr,2024-05-06 19:23:56+00:00,"Fix x-axis time series interval computation when x-values include nulls (#42292)

* add chart model logging

* fix x-axis time series interval computation when x-values include nulls"
bryan,escherize,2024-05-06 19:22:41+00:00,new version fixes saml20 issues (#42286)
bryan,escherize,2024-05-06 19:18:16+00:00,adds diagnostic info to troubleshooting (#42283)
Uladzimir Havenchyk,uladzimirdev,2024-05-06 18:48:45+00:00,Improve types for ParameterSettings (#42269)
Emmad Usmani,EmmadUsmani,2024-05-06 18:48:07+00:00,"add percent change to timeseries tooltip (#42059)

* add percent change to timeseries tooltip

* move computeChange to lib/numeric

* cleaning up code in numeric.js

* color text

* add unit to key

* move change to tooltip footer

* fix extra bottom spacing

* remove color

* handle gaps in data

* clean up code

* add change to funnel tooltip

* move retained to footer in funnel

* update copy

* remove min decimal count

* rename events.tsx -> events.ts

* add test cases to line-bar-tooltips.cy.spec.js

* add specs for edge cases

* readd exports to fix numeric.unit.spec.js

* don't show for change for scatterplot

* translate retained

* use parseTimestamp instead of String

* handle quarter interval

* remove redundant dayjs calls

* handle quarter with Feburary correctly"
John Swanson,johnswanson,2024-05-06 18:22:52+00:00,Add `can_write` to cards/dashboards in Search (#42276)
Jeff Bruemmer,jeff-bruemmer,2024-05-06 18:10:41+00:00,docs - field type metadata (#41223)
Alexander Polyankin,ranquild,2024-05-06 12:32:26+00:00,Fix wrapping in QueryColumnPicker (#42246)
Abed Habli,abdhabli,2024-05-06 12:05:57+00:00,"Added Key Authentication Option to SSH Tunneling Docs (#42206)

* Update ssh-tunnel.md

Add SSH key authentication option to SSH tunneling docs

* Update docs/databases/ssh-tunnel.md

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

* Update docs/databases/ssh-tunnel.md

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

* Update docs/databases/ssh-tunnel.md

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

---------

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>"
Cal Herries,calherries,2024-05-06 08:04:54+00:00,Use database-supports? instead of hard-coded driver in `dataset-with-custom-pk-test` (#42224)
lbrdnk,lbrdnk,2024-05-05 14:01:53+00:00,Add new Druid JDBC driver (#40293)
bryan,escherize,2024-05-04 02:44:00+00:00,fix a regex validation (#42251)
John Swanson,johnswanson,2024-05-03 20:50:24+00:00,"Add `can_write` to /collection/:id/items (#42184)

For dashboards and cards/models only."
Vamsi Peri,perivamsi,2024-05-03 18:10:22+00:00,"Update feature_request.md (#42232)

Remove the language for how important is this feature to you"
Uladzimir Havenchyk,uladzimirdev,2024-05-03 17:51:26+00:00,Adjust styles of the single active tab in parameter sidebar (#42209)
Jeff Bruemmer,jeff-bruemmer,2024-05-03 17:43:20+00:00,docs - update filter docs (#42169)
Alex Yarosh,alexyarosh,2024-05-03 17:30:21+00:00,"[docs] A bit more details about API (#42137)

* api details

* Update docs/installation-and-operation/serialization.md

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

---------

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>"
Phoomparin Mano,heypoom,2024-05-03 17:12:15+00:00,"Define public metabase theme and Mantine transformer for embedding SDK (#42207)

* public metabase theme type

* add tests for transforming embedding theme

* export public types

* load transformed theme override into theme provider

* migrate font family inside theme configuration

* add assertion for font family

* update README to add font family in theme options

* add font enum, fix tuple type and cleanup tests

* color tuple argument name

* use fill for colortuple"
Nicolò Pretto,npretto,2024-05-03 16:39:25+00:00,"Embed homepage, MS4 (#41990)

* use css modules instead of inline styles for cursor: default (#41644)

* add toast notification after the feedback (#41575)

* fix modal submit sending data while button says skip (#41784)

* fix: it should not send the feedback if button says skip

* add comment explaining why we check that getLastFeedbackCall() is undefined

* embedding homepage analytics (#41725)

* rename defaultTab -> initialTab

* add events schema for embedding-homepage

* fix stories

* add analytics, e2e tests and fix typo in dismiss reason

* copy embed_flow schema for better diff in the next commit

* adds isExampleDashboard to trackStaticEmbedPublished

* utm tags

* fix bug of is_example_dashboard

* better test names

* refactor embed homepage status type

* ""() => {}"" => ""_.noop""

* add ""Setup embedding"" to the admin setup checklist (#41638)

* add setup embedding to the admin setup checklist

* restore whitespace as it was before

* i miss prettier (whitespace again)

* Clean up check list for embedding

Largely making a new entry for the embedding info just to fight long
lines. `:embedding-homepage-dismissed-as-done` just made the maps really
long. If we have a `:done?` under an `:embedding` keyword it reads much
more naturally.

Also, The previous diff was calling `boolean` on a var rather than
invoking the var:

```clojure
:embedding-app-origin (boolean embed.settings/embedding-app-origin)
;;                             ^^^^^^^^^^^^^^ needs to be (invoked)
```

---------

Co-authored-by: dan sutton <dan@dpsutton.com>

* Change utm tags for embedding homepage links (#42042)

* update utm tags

* utm_media -> utm_content

* add description to the checklist setup step (#42200)

---------

Co-authored-by: dan sutton <dan@dpsutton.com>"
Mahatthana (Kelvin) Nomsawadi,WiNloSt,2024-05-03 15:52:56+00:00,"Update readme adding more ways to run Metabase (#42217)

* Update readme adding more ways to run Metabase

* Remove running from `master` because it could break

* Update enterprise/frontend/src/embedding-sdk/README.md

Co-authored-by: Alberto Perdomo <albertoperdomo@users.noreply.github.com>

* Update disclaimer, makes it more obvious

---------

Co-authored-by: Alberto Perdomo <albertoperdomo@users.noreply.github.com>"
Anton Kulyk,kulyk,2024-05-03 15:33:23+00:00,"Add viz settings to manage line style and thickness to line/area charts (#42043)

* Rename ""Line style"" to ""Line shape""

* Add ""line.style"" viz setting

* Add ""line.size"" viz setting

* Apply new viz settings in line/area charts

* Clean up `ChartSettings` test suite

* Fix default values not applied

* Add visual test

* Add E2E test

* Rework default values

* Use constant S/M/L values for ""line.size"" setting"
Mahatthana (Kelvin) Nomsawadi,WiNloSt,2024-05-03 15:03:28+00:00,"Fix InteractiveQuestion loader show no question before loaded (#42208)

* Fix InteractiveQuestion loader show no question before loaded

* Add tests

* Unskip a test"
Raphael Krut-Landau,rafpaf,2024-05-03 14:42:59+00:00,"Enable customization of columns in ItemsTable (#41777)

Lets the `ItemsTable` component have customizable columns.

The logic for this is contained in `BaseItemsTable`. This is preliminary work for #41614

This doesn't introduce any new UI, but there is a unit test for the new logic.

The main thing to check is whether the table on the collections page stills work correctly. Note how the columns adjust as you resize the viewport horizontally. (In fact, the columns will sometimes adjust as you close and open the sidebar, because the width they are paying attention to is the width of the area to the right of the sidebar.)

Closes #41908"
Ngoc Khuat,qnkhuat,2024-05-03 12:47:34+00:00,Fix Bigquery can't sync materialized views (#42092)
Braden Shepherdson,bshepherdson,2024-05-03 12:42:34+00:00,"Add a few tests for time granularity parameters (#42119)

The API/model schemas for dashboard parameters are general enough
that they just work for this new type, which doesn't look very different
from a value parameter right now.

Part of #42118."
Romeo Van Snick,romeovs,2024-05-03 11:41:13+00:00,"Add snowplow event for combining columns via chill mode header (#42173)

* Add snowplow event for column combine via header

* Add test for snowplow event

* Remove unnecessary within wrapper

* Fix linting issues"
Romeo Van Snick,romeovs,2024-05-03 11:40:52+00:00,"Snowplow event for extract action via notebook shortcut (#42095)

* Add helper to track column extractions

* Track column extractions

* Add text for column extraction

* Pass correct extraction to trackColumnExtractViaShortcut"
Romeo Van Snick,romeovs,2024-05-03 10:00:09+00:00,Fix broken test in drill extraction (#42202)
Phoomparin Mano,heypoom,2024-05-03 07:35:46+00:00,remove chart root padding when in embedding environment (#42164)
Romeo Van Snick,romeovs,2024-05-03 06:48:28+00:00,"Add tests for url and email columns (#42144)

* Add test for email extractions

* Fix swapped domain and host examples

* Add tests for URL columns

* Fix examples for shortcut too

* Use arrow function instead of function"
Cam Saul,camsaul,2024-05-03 05:41:07+00:00,"MLv2: Simplify MetadataProvider protocols (16 methods/3 protocols => 7 methods/2 protocols) (#42070)

* Simplified MetadataProvider protocol

* Test fix

* Ok make CachedMetadataProvider a separate schema again after all.

* Consolidate the Metadata schemas

* Clean Kondo warnings

* Malli-ify the stuff in metabase.lib.metadata.protocols

* Fix Kondo warnings

* Test fix :wrench:

* PR feedback"
Aleksandr Lesnenko,alxnddr,2024-05-03 02:12:08+00:00,fix replace missing values with zeros on time series (#42058)
Cam Saul,camsaul,2024-05-03 00:54:20+00:00,"Fix LegacyMetric/Segment macroexpansion with definitions using ancient MBQL (#42087)

* Fix LgeacyMetric/Segment macroexpansion with definitions using ancient MBQL 2

* Remove stray println

* PR feedback"
Cam Saul,camsaul,2024-05-03 00:50:45+00:00,"Window functions should use all breakouts except first for partitioning (#42131)

* Window functions should use all breakouts except first for partitioning

* Update the offset() test

* Update tests

* Rework how we use driver escape-alias in MLv2; fix Oracle

* PR feedback

* Test fixes :wrench:"
Jeff Bruemmer,jeff-bruemmer,2024-05-02 22:13:42+00:00,docs -  generate environment variables (#41802)
Uladzimir Havenchyk,uladzimirdev,2024-05-02 21:23:21+00:00,"Cleanup parameters popover (#42107)

* Cleanup parameters popover

* Convert to ts

* Drop comment

* Convert dashboard-options to TS"
Braden Shepherdson,bshepherdson,2024-05-02 21:03:33+00:00,"[QP] Support `:temporal-unit` parameters on MBQL queries (#42116)

This is a new parameter `:type` (and `:widget-type`) to choose a time
granularity (a `:temporal-unit`, eg. `month`, `day`, `day-of-week`)
which should replace the unit on the target field for the parameter.

The target field should be a breakout with a temporal type (date,
datetime) that's compatible with the input unit. The value of the
parameter should be a string or keyword naming one of the units:
`""month""`, `:month`.

Part of #42118."
Uladzimir Havenchyk,uladzimirdev,2024-05-02 20:40:41+00:00,Restore mapping and filter settings when user switches operator type to the saved (#42076)
Noah Moss,noahmoss,2024-05-02 20:03:32+00:00,"Optimize loading of admin permissions pages (add skip_fields flag to database metadata endpoint) (#42062)

* add skip_fields flag to database metadata endpoint

* skips loading fields on database metadata requests while on admin permissions pages

---------

Co-authored-by: Sloan Sparger <sloansparger@gmail.com>"
Alex Yarosh,alexyarosh,2024-05-02 20:03:05+00:00,"[docs] Add TOC to a few articles (#42181)

* add TOC to Jetty article

* add ToC for debian article

* vvariables

* Update docs/installation-and-operation/running-metabase-on-debian.md

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

---------

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>"
Romeo Van Snick,romeovs,2024-05-02 19:14:09+00:00,"Add analytics event for extract column in chill mode (#41774)

* Add trackColumnExtractViaHeader helper

* Add Lib.extract wrapper

* Track column extractions via header

* Fix analytics event name

* Add tests for extract action analytics

* Set up extractions metadata helper

* Use functionsUseByExtraction in analytics

* Add custom type for ExtractionTag

* Use ExtractionTag in analytics

* [MBQL lib] Add `Lib.columnExtractDrillExtractions`

This gets the extractions from a column-extract drill, which is needed
in the UI.

* Add extractionExpression wrapper

* Add extractionsForDrill helper

* Fix type signature of extractionExpression

* Use expressionParts for getting expression function

* Walk expression to get functions used

* Simplify ColumnExtractionTag

* Fix expected expression

* Be more explicit with what the guard does

---------

Co-authored-by: Braden Shepherdson <braden@metabase.com>"
Alex Yarosh,alexyarosh,2024-05-02 18:56:00+00:00,remove trailing slash (#42177)
Nick Fitzpatrick,npfitz,2024-05-02 18:40:42+00:00,"42078 palette search links (#42167)

* Items as links

* unit tests"
Jeff Bruemmer,jeff-bruemmer,2024-05-02 18:39:07+00:00,add 49.8 to list of releases (#42174)
Abed Habli,abdhabli,2024-05-02 17:55:48+00:00,[docs] Add Pathway for Email Settings Configuration (#42091)
Nemanja Glumac,nemanjaglumac,2024-05-02 16:23:05+00:00,"Fix E2E Repro #42065 failure (#42161)

* Explicitly wait for the result to load

* Remove the drill-through part from the repro"
Phoomparin Mano,heypoom,2024-05-02 15:39:07+00:00,"Apply mantine color palette to cartesian chart labels (#42148)

* use palette for rendering

* add unit tests for chart label colors

* cleanup test code

* update unit test name

* cleanup color handler

* use theme.fn.themeColor to get color"
Nick Fitzpatrick,npfitz,2024-05-02 14:17:51+00:00,"41994 command pallet search descriptions (#42117)

* Adding Descriptions to search results in palette

* Palette Results List component

* adjusting e2e and unit tests

* type fix

* removing duplicate theme font

* fix typo, palette types adjustment"
Nemanja Glumac,nemanjaglumac,2024-05-02 14:11:27+00:00,Enable Mongo tests to run in the stress-test action (#42162)
Phoomparin Mano,heypoom,2024-05-02 13:59:25+00:00,"Verify Metabase's theme is merged with user-supplied theme overrides (#42142)

* ensures metabase theme override is merged with user-supplied theme

* ensure both metabase and user themes are merged

* ensure existing theme override is applied

* add tests for default text colors"
Nemanja Glumac,nemanjaglumac,2024-05-02 13:02:00+00:00,Fix/update the hard coded `description` fields in containers action (#42149)
Ngoc Khuat,qnkhuat,2024-05-02 12:15:53+00:00,Fix mongo OOM during sync (#42140)
lbrdnk,lbrdnk,2024-05-02 12:07:39+00:00,Skip flaky test (#42120)
Ngoc Khuat,qnkhuat,2024-05-02 10:54:14+00:00,"Comment out failing snowflake test sync-dynamic-tables-test (#42145)

* Comment out failing snowflake test sync-dynamic-tables-test

* unrelated indent"
Uladzimir Havenchyk,uladzimirdev,2024-05-02 09:57:01+00:00,Fix typo in the file name (#42102)
Phoomparin Mano,heypoom,2024-05-02 09:31:16+00:00,"Expose theme property to metabase provider in embedding SDK (#42050)

* expose theme property in MetabaseProvider

* add more descriptions on what the theme overrides are for"
Aleksandr Lesnenko,alxnddr,2024-05-01 21:35:27+00:00,"support unpinning line charts from zero, pinning scatter charts to zero (#41672)"
Alex Yarosh,alexyarosh,2024-05-01 21:28:26+00:00,"[docs] Use SQL questions as sources for other questions (#42077)

* sql questions

* Update docs/questions/native-editor/writing-sql.md

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

* Update docs/questions/native-editor/writing-sql.md

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

---------

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>"
Alex Yarosh,alexyarosh,2024-05-01 21:25:14+00:00,"[docs] Custom destinations in static embedding (#42080)

* custom destinations in static embedding

* Update docs/embedding/static-embedding.md

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>

---------

Co-authored-by: Jeff Bruemmer <jeff.bruemmer@gmail.com>"
Alex Yarosh,alexyarosh,2024-05-01 21:24:57+00:00,cast (#42064)
Alex Yarosh,alexyarosh,2024-05-01 21:24:40+00:00,"[docs] Add ""check table visibility"" to troubleshooting guide (#42072)

* check visibility

* more precise

* Update docs/troubleshooting-guide/cant-see-tables.md"
Alex Yarosh,alexyarosh,2024-05-01 21:23:19+00:00,surface dashboard width in toc (#42083)
Alex Yarosh,alexyarosh,2024-05-01 21:21:27+00:00,"[docs] use SSO for MFA (#42084)

* mfa

* plans"
Uladzimir Havenchyk,uladzimirdev,2024-05-01 18:51:20+00:00,Drop unused isDashboardParameterWithoutMapping function (#42103)
